XmacGene,XmacGeneID,Evalue,HumanGene,SwissprotAnnotationID
gene4970,GeneID:102225297,0,sp|O14775|GNB5_HUMAN,O14775
gene4971,GeneID:102223228,2.00E-13,tr|A0A087WT64|A0A087WT64_HUMAN,A0A087WT64
gene4972,GeneID:111608434,NA,NA,
gene4973,GeneID:102224766,0,sp|Q96QT4|TRPM7_HUMAN,Q96QT4
gene4974,GeneID:102222796,2.00E-146,sp|Q8TCT8|SPP2A_HUMAN,Q8TCT8
gene4975,GeneID:102222539,1.00E-88,sp|P30968|GNRHR_HUMAN,P30968
gene4978,GeneID:102224509,3.00E-45,sp|Q6P2C0|WDR93_HUMAN,Q6P2C0
gene4979,GeneID:102224258,1.00E-79,sp|O00472|ELL2_HUMAN,O00472
gene498,GeneID:102222945,0,sp|P32004|L1CAM_HUMAN,P32004
gene4980,GeneID:102222285,1.00E-22,sp|P84101|SERF2_HUMAN,P84101
gene4981,GeneID:102224004,0,tr|J3KNP4|J3KNP4_HUMAN,J3KNP4
gene4982,GeneID:111608432,NA,NA,
gene4983,GeneID:102223742,0,sp|Q8N1W2|ZN710_HUMAN,Q8N1W2
gene4984,GeneID:111608413,NA,NA,
gene4985,GeneID:102221860,0,sp|P48735|IDHP_HUMAN,P48735
gene4986,GeneID:102223491,1.00E-69,sp|Q9H2W6|RM46_HUMAN,Q9H2W6
gene4987,GeneID:102221231,0,sp|Q16288|NTRK3_HUMAN,Q16288
gene4988,GeneID:111608439,NA,NA,
gene4989,GeneID:102236751,0,tr|A0A087WTD7|A0A087WTD7_HUMAN,A0A087WTD7
gene499,GeneID:102236836,3.00E-31,sp|Q8N443|RIBC1_HUMAN,Q8N443
gene4990,GeneID:102232448,0,sp|Q7L1I2|SV2B_HUMAN,Q7L1I2
gene4991,GeneID:102232714,2.00E-47,sp|P82912|RT11_HUMAN,P82912
gene4992,GeneID:102237265,0,sp|Q8NCN5|PDPR_HUMAN,Q8NCN5
gene4993,GeneID:102232977,5.00E-16,sp|Q13519|PNOC_HUMAN,Q13519
gene4994,GeneID:111608347,NA,NA,
gene4995,GeneID:102237530,0,sp|Q9NQT8|KI13B_HUMAN,Q9NQT8
gene4996,GeneID:102237785,8.00E-167,tr|E5RGZ2|E5RGZ2_HUMAN,E5RGZ2
gene4997,GeneID:102238044,0,sp|Q9NUW8|TYDP1_HUMAN,Q9NUW8
gene4998,GeneID:102238304,0,tr|V9GYZ6|V9GYZ6_HUMAN,V9GYZ6
gene4999,GeneID:102233240,3.00E-98,sp|Q04760|LGUL_HUMAN,Q04760
gene5,GeneID:102220045,4.00E-158,sp|O43827|ANGL7_HUMAN,O43827
gene50,GeneID:102228361,0,sp|P05787|K2C8_HUMAN,P05787
gene500,GeneID:102223199,0,sp|Q14683|SMC1A_HUMAN,Q14683
gene5000,GeneID:102216497,3.00E-80,sp|P30968|GNRHR_HUMAN,P30968
gene5001,GeneID:102233499,0,sp|Q9UIG8|SO3A1_HUMAN,Q9UIG8
gene5002,GeneID:102217018,0,sp|P24468|COT2_HUMAN,P24468
gene5003,GeneID:102217262,0,sp|Q6DN12|MCTP2_HUMAN,Q6DN12
gene5004,GeneID:102217519,4.00E-116,sp|Q02078|MEF2A_HUMAN,Q02078
gene5005,GeneID:111608340,NA,NA,
gene5006,GeneID:102217768,0,sp|Q96J65|MRP9_HUMAN,Q96J65
gene5007,GeneID:102218279,8.00E-106,sp|Q96ST8|CEP89_HUMAN,Q96ST8
gene5008,GeneID:102218017,1.00E-68,sp|Q8N6D2|RN182_HUMAN,Q8N6D2
gene5009,GeneID:102218537,0,sp|Q8IUC4|RHPN2_HUMAN,Q8IUC4
gene501,GeneID:102237099,0,sp|Q13698|CAC1S_HUMAN,Q13698
gene5010,GeneID:102233756,0,sp|Q9NS82|AAA1_HUMAN,Q9NS82
gene5011,GeneID:102218788,0,sp|O75074|LRP3_HUMAN,O75074
gene5012,GeneID:111608498,NA,NA,
gene5013,GeneID:102234011,0,sp|O60884|DNJA2_HUMAN,O60884
gene5014,GeneID:102234270,0,sp|Q8NC67|NETO2_HUMAN,Q8NC67
gene5015,GeneID:102234520,0,sp|Q8TB96|TIP_HUMAN,Q8TB96
gene5016,GeneID:111608426,NA,NA,
gene5017,GeneID:111608494,NA,NA,
gene5018,GeneID:102219053,0,sp|Q93100|KPBB_HUMAN,Q93100
gene5019,GeneID:111608466,NA,NA,
gene502,GeneID:102223463,2.00E-78,sp|Q9P0T7|TMEM9_HUMAN,Q9P0T7
gene5020,GeneID:102234953,4.00E-54,sp|Q96CW6|S7A6O_HUMAN,Q96CW6
gene5021,GeneID:102235220,0,sp|Q92536|YLAT2_HUMAN,Q92536
gene5022,GeneID:102219314,5.00E-28,sp|Q8IZP9|AGRG2_HUMAN,Q8IZP9
gene5023,GeneID:102235482,4.00E-118,sp|Q96A49|SYAP1_HUMAN,Q96A49
gene5024,GeneID:102219566,7.00E-85,sp|Q8TCD6|PHOP2_HUMAN,Q8TCD6
gene5025,GeneID:111608341,NA,NA,
gene5026,GeneID:102225119,0,sp|P55286|CADH8_HUMAN,P55286
gene5027,GeneID:111608464,8.00E-17,sp|Q9GZX5|ZN350_HUMAN,Q9GZX5
gene5028,GeneID:102225649,0,sp|Q8TE60|ATS18_HUMAN,Q8TE60
gene5029,GeneID:111608414,4.00E-29,sp|Q8NAX2|KDF1_HUMAN,Q8NAX2
gene503,GeneID:111608029,NA,NA,
gene5030,GeneID:106700372,1.00E-139,sp|Q6EKJ0|GTD2B_HUMAN,Q6EKJ0
gene5031,GeneID:106700311,0,sp|P52732|KIF11_HUMAN,P52732
gene5032,GeneID:111608359,NA,NA,
gene5033,GeneID:106700412,9.00E-61,tr|F8W8F7|F8W8F7_HUMAN,F8W8F7
gene5034,GeneID:106700047,4.00E-60,tr|F8W8F7|F8W8F7_HUMAN,F8W8F7
gene5035,GeneID:111608361,6.00E-51,sp|Q86Y34|AGRG3_HUMAN,Q86Y34
gene5036,GeneID:111608331,6.00E-47,sp|Q8IZF6|AGRG4_HUMAN,Q8IZF6
gene5037,GeneID:111608332,4.00E-42,sp|Q8IZP9|AGRG2_HUMAN,Q8IZP9
gene5038,GeneID:111608415,3.00E-55,sp|Q86SQ4|AGRG6_HUMAN,Q86SQ4
gene5039,GeneID:111608416,2.00E-47,sp|Q86SQ4|AGRG6_HUMAN,Q86SQ4
gene504,GeneID:102222414,2.00E-85,sp|Q86Z23|C1QL4_HUMAN,Q86Z23
gene5040,GeneID:111608360,3.00E-51,sp|Q8IZP9|AGRG2_HUMAN,Q8IZP9
gene5041,GeneID:102220720,0,sp|P51511|MMP15_HUMAN,P51511
gene5042,GeneID:102220981,0,sp|Q9UBM7|DHCR7_HUMAN,Q9UBM7
gene5043,GeneID:102221246,9.00E-160,sp|Q765P7|MTSSL_HUMAN,Q765P7
gene5044,GeneID:102236130,NA,NA,
gene5045,GeneID:111608455,NA,NA,
gene5046,GeneID:111608463,NA,NA,
gene5047,GeneID:111608457,NA,NA,
gene5048,GeneID:102233331,2.00E-173,sp|Q14517|FAT1_HUMAN,Q14517
gene5049,GeneID:111608493,NA,NA,
gene505,GeneID:102221965,8.00E-92,tr|G8JLA2|G8JLA2_HUMAN,G8JLA2
gene5050,GeneID:102226449,0,sp|Q6ZPD9|D19L3_HUMAN,Q6ZPD9
gene5051,GeneID:102219279,0,tr|B9EGE7|B9EGE7_HUMAN,B9EGE7
gene5052,GeneID:102230119,NA,NA,
gene5053,GeneID:102234105,0,sp|Q63HK5|TSH3_HUMAN,Q63HK5
gene5054,GeneID:102234363,0,sp|O15090|ZN536_HUMAN,O15090
gene5055,GeneID:102234620,1.00E-150,sp|P24864|CCNE1_HUMAN,P24864
gene5056,GeneID:102230279,NA,NA,
gene5057,GeneID:102230545,NA,NA,
gene5058,GeneID:102230805,2.00E-30,sp|Q9NSK7|CS012_HUMAN,Q9NSK7
gene5059,GeneID:102231067,0,sp|O94973|AP2A2_HUMAN,O94973
gene506,GeneID:102223897,1.00E-79,sp|Q9HD90|NDF4_HUMAN,Q9HD90
gene5060,GeneID:102234879,0,sp|P17752|TPH1_HUMAN,P17752
gene5061,GeneID:102224617,8.00E-93,sp|P60033|CD81_HUMAN,P60033
gene5062,GeneID:102235145,8.00E-119,sp|Q9Y446|PKP3_HUMAN,Q9Y446
gene5063,GeneID:102235407,0,sp|A1A5B4|ANO9_HUMAN,A1A5B4
gene5064,GeneID:102231324,2.00E-12,tr|C9JJV1|C9JJV1_HUMAN,C9JJV1
gene5065,GeneID:102235656,0,sp|Q8NEM2|SHCBP_HUMAN,Q8NEM2
gene5066,GeneID:102235907,0,sp|Q8TE56|ATS17_HUMAN,Q8TE56
gene5067,GeneID:102236156,3.00E-139,sp|Q96G23|CERS2_HUMAN,Q96G23
gene5068,GeneID:102236408,8.00E-57,sp|Q8NG48|LINES_HUMAN,Q8NG48
gene5069,GeneID:102231775,0,sp|Q9H672|ASB7_HUMAN,Q9H672
gene507,GeneID:102224158,5.00E-38,tr|A0A0B4J1S3|A0A0B4J1S3_HUMAN,A0A0B4J1S3
gene5070,GeneID:102232034,0,sp|P47895|AL1A3_HUMAN,P47895
gene5071,GeneID:102236655,0,sp|Q38SD2|LRRK1_HUMAN,Q38SD2
gene5072,GeneID:102232292,0,sp|Q86X52|CHSS1_HUMAN,Q86X52
gene5073,GeneID:102232545,5.00E-10,sp|Q9BQE4|SELS_HUMAN,Q9BQE4
gene5074,GeneID:102232811,5.00E-128,sp|P09661|RU2A_HUMAN,P09661
gene5075,GeneID:102236914,0,sp|P98088|MUC5A_HUMAN,P98088
gene5076,GeneID:102236218,1.00E-154,sp|Q9H0E2|TOLIP_HUMAN,Q9H0E2
gene5077,GeneID:102233890,0,sp|Q9NZD8|SPG21_HUMAN,Q9NZD8
gene5078,GeneID:102234584,1.00E-43,sp|Q8N8D1|PDCD7_HUMAN,Q8N8D1
gene5079,GeneID:102235959,6.00E-35,sp|F5GYI3|UBA1L_HUMAN,F5GYI3
gene508,GeneID:102224412,3.00E-70,sp|Q96PM9|Z385A_HUMAN,Q96PM9
gene5080,GeneID:102234755,1.00E-101,sp|C9JR72|KBTBD_HUMAN,C9JR72
gene5081,GeneID:102216478,7.00E-94,sp|Q9NYN1|RASLC_HUMAN,Q9NYN1
gene5082,GeneID:111608447,NA,NA,
gene5083,GeneID:102227478,7.00E-115,sp|P47985|UCRI_HUMAN,P47985
gene5084,GeneID:102227735,8.00E-40,sp|A6NLU5|VTM2B_HUMAN,A6NLU5
gene5085,GeneID:111608454,NA,NA,
gene5086,GeneID:102233074,3.00E-125,sp|P24385|CCND1_HUMAN,P24385
gene5087,GeneID:102237176,3.00E-46,sp|Q8WV07|LTO1_HUMAN,Q8WV07
gene5088,GeneID:102237436,1.00E-88,sp|P11487|FGF3_HUMAN,P11487
gene5089,GeneID:102237691,1.00E-63,sp|P08620|FGF4_HUMAN,P08620
gene509,GeneID:102221171,9.00E-142,sp|Q9NS00|C1GLT_HUMAN,Q9NS00
gene5090,GeneID:102237949,1.00E-33,sp|O95750|FGF19_HUMAN,O95750
gene5091,GeneID:102238210,1.00E-29,sp|Q07812|BAX_HUMAN,Q07812
gene5092,GeneID:102231638,0,sp|Q5XXA6|ANO1_HUMAN,Q5XXA6
gene5093,GeneID:102230597,3.00E-26,sp|Q13158|FADD_HUMAN,Q13158
gene5094,GeneID:102230858,3.00E-46,sp|Q6HA08|ASTL_HUMAN,Q6HA08
gene5095,GeneID:102231118,1.00E-50,sp|Q6HA08|ASTL_HUMAN,Q6HA08
gene5096,GeneID:102231375,3.00E-149,sp|Q9Y6C9|MTCH2_HUMAN,Q9Y6C9
gene5097,GeneID:102231896,2.00E-20,sp|Q96IQ9|ZN414_HUMAN,Q96IQ9
gene5098,GeneID:102232151,3.00E-62,sp|Q8TD55|PKHO2_HUMAN,Q8TD55
gene5099,GeneID:102232404,2.00E-41,sp|Q9Y3V2|RWDD3_HUMAN,Q9Y3V2
gene51,GeneID:102233494,0,sp|P05787|K2C8_HUMAN,P05787
gene510,GeneID:102222577,0,sp|Q00973|B4GN1_HUMAN,Q00973
gene5100,GeneID:102232668,NA,NA,
gene5101,GeneID:102223844,5.00E-67,tr|A0A024R216|A0A024R216_HUMAN,A0A024R216
gene5102,GeneID:102224277,0,sp|Q09028|RBBP4_HUMAN,Q09028
gene5103,GeneID:102225312,2.00E-130,sp|Q9NUQ3|TXLNG_HUMAN,Q9NUQ3
gene5104,GeneID:102224527,7.00E-144,sp|Q96A19|C102A_HUMAN,Q96A19
gene5105,GeneID:102237664,2.00E-180,sp|Q8TEW6|DOK4_HUMAN,Q8TEW6
gene5106,GeneID:102218416,0,sp|Q6IA69|NADE_HUMAN,Q6IA69
gene5107,GeneID:102225571,0,sp|Q8NHX9|TPC2_HUMAN,Q8NHX9
gene5108,GeneID:102225052,2.00E-80,sp|O95707|RPP29_HUMAN,O95707
gene5109,GeneID:102225833,0,sp|Q9HBZ2|ARNT2_HUMAN,Q9HBZ2
gene511,GeneID:102222062,7.00E-170,tr|E9PIH7|E9PIH7_HUMAN,E9PIH7
gene5110,GeneID:102234147,8.00E-158,sp|P16930|FAAA_HUMAN,P16930
gene5111,GeneID:111608365,NA,NA,
gene5112,GeneID:102217985,3.00E-39,sp|Q6PH81|CP087_HUMAN,Q6PH81
gene5113,GeneID:102217734,0,sp|Q96QK1|VPS35_HUMAN,Q96QK1
gene5114,GeneID:111608446,NA,NA,
gene5115,GeneID:102234279,3.00E-118,sp|Q96DP5|FMT_HUMAN,Q96DP5
gene5116,GeneID:102234020,0,sp|Q92879|CELF1_HUMAN,Q92879
gene5117,GeneID:111608427,0,sp|Q8WUJ3|CEMIP_HUMAN,Q8WUJ3
gene5118,GeneID:111608428,NA,NA,
gene5119,GeneID:102217827,3.00E-88,sp|Q14696|MESD_HUMAN,Q14696
gene512,GeneID:102228929,4.00E-86,sp|Q6BEB4|SP5_HUMAN,Q6BEB4
gene5120,GeneID:102235198,2.00E-163,sp|Q9H1K6|TLRN1_HUMAN,Q9H1K6
gene5121,GeneID:102236700,5.00E-68,sp|Q14005|IL16_HUMAN,Q14005
gene5122,GeneID:102236453,9.00E-100,sp|Q9NSY2|STAR5_HUMAN,Q9NSY2
gene5123,GeneID:111608456,NA,NA,
gene5124,GeneID:102236200,0,sp|Q7Z5M5|TMC3_HUMAN,Q7Z5M5
gene5125,GeneID:102229194,0,sp|Q7Z2Z2|EFL1_HUMAN,Q7Z2Z2
gene5126,GeneID:111608606,NA,NA,
gene5127,GeneID:102233288,5.00E-74,sp|Q99808|S29A1_HUMAN,Q99808
gene5128,GeneID:102233027,6.00E-31,tr|U3KPX8|U3KPX8_HUMAN,U3KPX8
gene5129,GeneID:102232765,0,sp|Q9P2F8|SI1L2_HUMAN,Q9P2F8
gene513,GeneID:102229446,2.00E-163,sp|Q86VW2|ARHGP_HUMAN,Q86VW2
gene5130,GeneID:102232497,3.00E-167,sp|Q96Q40|CDK15_HUMAN,Q96Q40
gene5131,GeneID:102231466,1.00E-47,sp|O95197|RTN3_HUMAN,O95197
gene5132,GeneID:102230756,2.00E-58,tr|A0A0B4J1Z1|A0A0B4J1Z1_HUMAN,A0A0B4J1Z1
gene5133,GeneID:102231211,1.00E-33,sp|Q8WXD5|GEMI6_HUMAN,Q8WXD5
gene5134,GeneID:102232244,0,sp|Q07889|SOS1_HUMAN,Q07889
gene5135,GeneID:102231984,1.00E-132,sp|Q8NBL3|T178A_HUMAN,Q8NBL3
gene5136,GeneID:102230496,2.00E-17,sp|Q9NRV9|HEBP1_HUMAN,Q9NRV9
gene5137,GeneID:102230231,0,sp|P38919|IF4A3_HUMAN,P38919
gene5138,GeneID:102229912,1.00E-80,sp|P11831|SRF_HUMAN,P11831
gene5139,GeneID:102232582,1.00E-49,tr|D6RDV4|D6RDV4_HUMAN,D6RDV4
gene514,GeneID:102237354,2.00E-68,sp|Q7Z3H0|PANKY_HUMAN,Q7Z3H0
gene5140,GeneID:102217241,2.00E-59,sp|Q8TE69|CX04A_HUMAN,Q8TE69
gene5141,GeneID:102233370,1.00E-108,sp|Q9NP73|ALG13_HUMAN,Q9NP73
gene5142,GeneID:102233626,0,sp|Q5JTZ9|SYAM_HUMAN,Q5JTZ9
gene5144,GeneID:102234145,0,sp|P17655|CAN2_HUMAN,P17655
gene5145,GeneID:102232073,0,sp|P07384|CAN1_HUMAN,P07384
gene5146,GeneID:102231818,1.00E-38,tr|E5RGC7|E5RGC7_HUMAN,E5RGC7
gene5147,GeneID:102226442,2.00E-40,sp|Q6IQ49|SDE2_HUMAN,Q6IQ49
gene5148,GeneID:102225666,0,sp|P46199|IF2M_HUMAN,P46199
gene5149,GeneID:102226699,0,sp|Q6ZMW3|EMAL6_HUMAN,Q6ZMW3
gene515,GeneID:102237610,0,sp|Q04771|ACVR1_HUMAN,Q04771
gene5150,GeneID:102225927,0,sp|Q01082|SPTB2_HUMAN,Q01082
gene5151,GeneID:102226189,0,sp|Q9H1D9|RPC6_HUMAN,Q9H1D9
gene5152,GeneID:111608621,NA,NA,
gene5153,GeneID:102229032,1.00E-38,sp|Q9NVP4|DZAN1_HUMAN,Q9NVP4
gene5154,GeneID:102229293,0,tr|A0A075B6H4|A0A075B6H4_HUMAN,A0A075B6H4
gene5155,GeneID:102229553,5.00E-11,sp|Q6UWS5|PT117_HUMAN,Q6UWS5
gene5156,GeneID:102227829,0,sp|Q5T3F8|CSCL2_HUMAN,Q5T3F8
gene5157,GeneID:102228249,2.00E-67,sp|P31213|S5A2_HUMAN,P31213
gene5158,GeneID:102228501,4.00E-51,sp|Q9C005|DPY30_HUMAN,Q9C005
gene5159,GeneID:102228767,2.00E-160,sp|P49810|PSN2_HUMAN,P49810
gene516,GeneID:102224663,0,sp|P36896|ACV1B_HUMAN,P36896
gene5160,GeneID:111608548,9.00E-18,sp|Q9NUD5|ZCHC3_HUMAN,Q9NUD5
gene5161,GeneID:111608744,NA,NA,
gene5162,GeneID:111608605,1.00E-11,sp|Q9C029|TRIM7_HUMAN,Q9C029
gene5163,GeneID:102216805,0,sp|P32418|NAC1_HUMAN,P32418
gene5164,GeneID:111608644,2.00E-05,tr|F5H7C1|F5H7C1_HUMAN,F5H7C1
gene5165,GeneID:102218406,2.00E-54,sp|Q96P20|NLRP3_HUMAN,Q96P20
gene5166,GeneID:102218655,5.00E-110,tr|B8ZZI9|B8ZZI9_HUMAN,B8ZZI9
gene5167,GeneID:102218920,9.00E-142,sp|P62820|RAB1A_HUMAN,P62820
gene5168,GeneID:102234591,1.00E-180,sp|Q7Z698|SPRE2_HUMAN,Q7Z698
gene5169,GeneID:111608506,2.00E-08,sp|Q9NY74|ETAA1_HUMAN,Q9NY74
gene517,GeneID:102237866,0,sp|O14686|KMT2D_HUMAN,O14686
gene5170,GeneID:102230774,6.00E-79,sp|Q96F85|CNRP1_HUMAN,Q96F85
gene5171,GeneID:111608612,NA,NA,
gene5172,GeneID:102221281,1.00E-45,sp|Q5FWF7|FBX48_HUMAN,Q5FWF7
gene5173,GeneID:102233205,3.00E-28,tr|F8WET0|F8WET0_HUMAN,F8WET0
gene5174,GeneID:102232943,1.00E-111,sp|P08579|RU2B_HUMAN,P08579
gene5175,GeneID:111608745,NA,NA,
gene5176,GeneID:102225398,0,sp|Q96L93|KI16B_HUMAN,Q96L93
gene5177,GeneID:102225137,8.00E-62,sp|O95995|DRC4_HUMAN,O95995
gene5178,GeneID:102224877,2.00E-142,sp|Q5TEU4|NDUF5_HUMAN,Q5TEU4
gene5179,GeneID:102224612,2.00E-164,sp|Q9H501|ESF1_HUMAN,Q9H501
gene518,GeneID:102238125,2.00E-131,sp|O43323|DHH_HUMAN,O43323
gene5180,GeneID:102223074,0,sp|P09110|THIK_HUMAN,P09110
gene5181,GeneID:102222816,0,sp|Q9Y2F9|BTBD3_HUMAN,Q9Y2F9
gene5183,GeneID:102224365,0,sp|O43815|STRN_HUMAN,O43815
gene5184,GeneID:102231745,2.00E-48,sp|Q9BXW4|MLP3C_HUMAN,Q9BXW4
gene5185,GeneID:111608715,6.00E-24,tr|H7BXU4|H7BXU4_HUMAN,H7BXU4
gene5186,GeneID:111608716,NA,NA,
gene5187,GeneID:102227812,1.00E-153,sp|P51674|GPM6A_HUMAN,P51674
gene5188,GeneID:111608642,4.00E-36,sp|Q99704|DOK1_HUMAN,Q99704
gene5189,GeneID:102223846,0,sp|O75311|GLRA3_HUMAN,O75311
gene519,GeneID:102238389,0,sp|Q6UX01|LMBRL_HUMAN,Q6UX01
gene5190,GeneID:102223588,1.00E-103,sp|P15428|PGDH_HUMAN,P15428
gene5192,GeneID:111608643,4.00E-17,sp|Q9NUD5|ZCHC3_HUMAN,Q9NUD5
gene5193,GeneID:102228496,0,sp|Q8IZU2|WDR17_HUMAN,Q8IZU2
gene5194,GeneID:102228245,2.00E-64,sp|P26583|HMGB2_HUMAN,P26583
gene5195,GeneID:102227824,2.00E-120,sp|O15305|PMM2_HUMAN,O15305
gene5196,GeneID:102227567,0,sp|Q9Y216|MTMR7_HUMAN,Q9Y216
gene5197,GeneID:102228762,2.00E-81,sp|Q9ULD2|MTUS1_HUMAN,Q9ULD2
gene5198,GeneID:111608540,NA,NA,
gene5199,GeneID:111608530,NA,NA,
gene52,GeneID:102227940,0,sp|P05787|K2C8_HUMAN,P05787
gene520,GeneID:102216576,9.00E-88,sp|Q8N4W6|DJC22_HUMAN,Q8N4W6
gene5200,GeneID:102223444,9.00E-106,sp|Q86TB9|PATL1_HUMAN,Q86TB9
gene5201,GeneID:111608733,NA,NA,
gene5202,GeneID:102231552,4.00E-09,sp|Q6ZS10|CL17A_HUMAN,Q6ZS10
gene5203,GeneID:111608736,NA,NA,
gene5204,GeneID:111608666,8.00E-05,tr|R4GND0|R4GND0_HUMAN,R4GND0
gene5205,GeneID:102223250,2.00E-62,tr|A0A0C4DH17|A0A0C4DH17_HUMAN,A0A0C4DH17
gene5206,GeneID:111608637,NA,NA,
gene5207,GeneID:111608636,NA,NA,
gene5208,GeneID:102231027,1.00E-41,sp|P19474|RO52_HUMAN,P19474
gene5209,GeneID:111608754,NA,NA,
gene521,GeneID:102216837,2.00E-157,tr|F8VPL6|F8VPL6_HUMAN,F8VPL6
gene5210,GeneID:111608763,NA,NA,
gene5211,GeneID:102231288,0,sp|Q9Y2E6|DTX4_HUMAN,Q9Y2E6
gene5212,GeneID:111608765,NA,NA,
gene5213,GeneID:111608767,NA,NA,
gene5214,GeneID:102223001,0,sp|Q9UBS0|KS6B2_HUMAN,Q9UBS0
gene5215,GeneID:102237337,0,sp|Q8WY21|SORC1_HUMAN,Q8WY21
gene5216,GeneID:111608614,1.00E-14,tr|A0A0C4DFR3|A0A0C4DFR3_HUMAN,A0A0C4DFR3
gene5217,GeneID:102237082,0,sp|Q9UPU3|SORC3_HUMAN,Q9UPU3
gene5218,GeneID:102228186,0,sp|O76050|NEUL1_HUMAN,O76050
gene5219,GeneID:102227927,0,sp|Q5TCZ1|SPD2A_HUMAN,Q5TCZ1
gene522,GeneID:102224929,0,sp|P04628|WNT1_HUMAN,P04628
gene5220,GeneID:102236820,2.00E-84,sp|Q9H668|STN1_HUMAN,Q9H668
gene5221,GeneID:102236561,0,sp|Q9H2G2|SLK_HUMAN,Q9H2G2
gene5222,GeneID:102236311,2.00E-37,sp|Q9UMD9|COHA1_HUMAN,Q9UMD9
gene5223,GeneID:111608687,4.00E-08,sp|A0A096LP01|SIM26_HUMAN,A0A096LP01
gene5224,GeneID:102227410,3.00E-100,sp|Q8TEA8|DTD1_HUMAN,Q8TEA8
gene5225,GeneID:102219454,0,sp|Q9HC58|NCKX3_HUMAN,Q9HC58
gene5226,GeneID:102236052,0,sp|Q8WYP3|RIN2_HUMAN,Q8WYP3
gene5227,GeneID:102227151,4.00E-126,sp|Q12904|AIMP1_HUMAN,Q12904
gene5228,GeneID:102235797,3.00E-89,sp|Q9UBU2|DKK2_HUMAN,Q9UBU2
gene5229,GeneID:102236981,0,sp|O43252|PAPS1_HUMAN,O43252
gene523,GeneID:102225187,9.00E-166,sp|O00744|WN10B_HUMAN,O00744
gene5230,GeneID:102235024,1.00E-161,sp|Q8NHU3|SMS2_HUMAN,Q8NHU3
gene5231,GeneID:102234763,0,sp|Q7Z449|CP2U1_HUMAN,Q7Z449
gene5232,GeneID:102226893,2.00E-127,sp|Q16836|HCDH_HUMAN,Q16836
gene5233,GeneID:111608500,NA,NA,
gene5234,GeneID:102226301,0,sp|Q9UJU2|LEF1_HUMAN,Q9UJU2
gene5235,GeneID:102226046,4.00E-77,sp|Q8NE86|MCU_HUMAN,Q8NE86
gene5236,GeneID:102225782,5.00E-49,sp|Q8WZ79|DNS2B_HUMAN,Q8WZ79
gene5237,GeneID:102225519,5.00E-123,sp|P55212|CASP6_HUMAN,P55212
gene5238,GeneID:102234505,7.00E-82,sp|Q9BZM1|PG12A_HUMAN,Q9BZM1
gene5239,GeneID:102225259,1.00E-173,sp|Q8TBM8|DJB14_HUMAN,Q8TBM8
gene524,GeneID:102225446,3.00E-132,sp|P61204|ARF3_HUMAN,P61204
gene5240,GeneID:102234254,7.00E-06,sp|Q9UIB8|SLAF5_HUMAN,Q9UIB8
gene5241,GeneID:111608735,NA,NA,
gene5242,GeneID:102233997,0,sp|Q5VTQ0|TT39B_HUMAN,Q5VTQ0
gene5243,GeneID:102224995,2.00E-123,sp|Q92966|SNPC3_HUMAN,Q92966
gene5244,GeneID:102233742,1.00E-51,sp|O75475|PSIP1_HUMAN,O75475
gene5246,GeneID:102233482,0,tr|H0Y6W5|H0Y6W5_HUMAN,H0Y6W5
gene5247,GeneID:106700487,5.00E-91,sp|Q9NXG0|CNTLN_HUMAN,Q9NXG0
gene5248,GeneID:102223449,1.00E-179,sp|Q99962|SH3G2_HUMAN,Q99962
gene5249,GeneID:102223184,2.00E-59,sp|O00358|FOXE1_HUMAN,O00358
gene525,GeneID:102225708,0,sp|P21860|ERBB3_HUMAN,P21860
gene5250,GeneID:102233222,4.00E-19,sp|Q96R06|SPAG5_HUMAN,Q96R06
gene5251,GeneID:102232958,4.00E-104,sp|Q9BU70|TRMO_HUMAN,Q9BU70
gene5252,GeneID:102232698,NA,NA,
gene5253,GeneID:102221196,1.00E-83,sp|Q92688|AN32B_HUMAN,Q92688
gene5254,GeneID:102220932,0,sp|Q92828|COR2A_HUMAN,Q92828
gene5255,GeneID:102232432,0,sp|O60763|USO1_HUMAN,O60763
gene5256,GeneID:102232183,2.00E-175,sp|Q9UN86|G3BP2_HUMAN,Q9UN86
gene5257,GeneID:102220672,0,sp|Q13563|PKD2_HUMAN,Q13563
gene5258,GeneID:102231925,0,sp|Q9UNQ0|ABCG2_HUMAN,Q9UNQ0
gene5259,GeneID:102220408,2.00E-166,sp|Q8N3J5|PPM1K_HUMAN,Q8N3J5
gene526,GeneID:102225972,0,sp|Q9UQ80|PA2G4_HUMAN,Q9UQ80
gene5260,GeneID:102220145,0,sp|Q15034|HERC3_HUMAN,Q15034
gene5261,GeneID:102231670,2.00E-174,sp|O94988|FA13A_HUMAN,O94988
gene5262,GeneID:102231407,7.00E-78,sp|Q7RTY7|OVCH1_HUMAN,Q7RTY7
gene5263,GeneID:102231151,4.00E-23,sp|Q6ZVF9|GRIN3_HUMAN,Q6ZVF9
gene5264,GeneID:102219881,1.00E-114,sp|Q8IZ81|ELMD2_HUMAN,Q8IZ81
gene5265,GeneID:102219629,4.00E-156,sp|P55851|UCP2_HUMAN,P55851
gene5266,GeneID:102219378,0,sp|Q6ZT07|TBCD9_HUMAN,Q6ZT07
gene5267,GeneID:102219117,0,sp|Q9ULK6|RN150_HUMAN,Q9ULK6
gene5268,GeneID:102218856,2.00E-145,sp|Q9Y3S2|ZN330_HUMAN,Q9Y3S2
